Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Mount Joy,16779,Valid,Typical meteorite,"Iron, IIAB",384000,Found,Found: the meteorite's fall was not observed,1887,39.783330,-77.216670,"(39.783330, -77.216670)"
Franklinville,10179,Valid,Typical meteorite,L6,108,Found,Found: the meteorite's fall was not observed,1888,38.500000,-100.000000,"(38.500000, -100.000000)"
Thomson,23973,Valid,Typical meteorite,L6,218,Found,Found: the meteorite's fall was not observed,1888,33.466670,-82.483330,"(33.466670, -82.483330)"
Carcote,5267,Valid,Typical meteorite,H5,392,Found,Found: the meteorite's fall was not observed,1888,-24.000000,-69.000000,"(-24.000000, -69.000000)"
Minas Gerais,16693,Valid,Typical meteorite,L6,1224,Found,Found: the meteorite's fall was not observed,1888,-18.500000,-44.000000,"(-18.500000, -44.000000)"
Lonaconing,14680,Valid,Typical meteorite,"Iron, IAB-sHL",1400,Found,Found: the meteorite's fall was not observed,1888,39.416670,-79.150000,"(39.416670, -79.150000)"
Haniet-el-Beguel,11817,Valid,Typical meteorite,"Iron, IAB complex",2000,Found,Found: the meteorite's fall was not observed,1888,32.483330,4.400000,"(32.483330, 4.400000)"
Thurlow,23979,Valid,Typical meteorite,"Iron, IIIAB",5500,Found,Found: the meteorite's fall was not observed,1888,44.750000,-77.583330,"(44.750000, -77.583330)"
Cowra,5458,Valid,Typical meteorite,"Iron, ungrouped",5560,Found,Found: the meteorite's fall was not observed,1888,-33.850000,148.683330,"(-33.850000, 148.683330)"
Pirapora,18833,Valid,Typical meteorite,"Iron, IIAB",6175,Found,Found: the meteorite's fall was not observed,1888,-17.300000,-45.000000,"(-17.300000, -45.000000)"
Welland,24235,Valid,Typical meteorite,"Iron, IIIAB",8200,Found,Found: the meteorite's fall was not observed,1888,43.016670,-79.216670,"(43.016670, -79.216670)"
Eli Elwah,10013,Valid,Typical meteorite,L6,15200,Found,Found: the meteorite's fall was not observed,1888,-34.500000,144.716670,"(-34.500000, 144.716670)"
La Primitiva,12402,Valid,Typical meteorite,"Iron, IIG",27400,Found,Found: the meteorite's fall was not observed,1888,-19.916670,-69.816670,"(-19.916670, -69.816670)"
Bella Roca,5003,Valid,Typical meteorite,"Iron, IIIAB",33000,Found,Found: the meteorite's fall was not observed,1888,24.900000,-105.400000,"(24.900000, -105.400000)"
Bischtübe,5057,Valid,Typical meteorite,"Iron, IAB-sLL",48250,Found,Found: the meteorite's fall was not observed,1888,51.950000,62.200000,"(51.950000, 62.200000)"
St. Genevieve County,23086,Valid,Typical meteorite,"Iron, IIIF",244500,Found,Found: the meteorite's fall was not observed,1888,37.966670,-90.316670,"(37.966670, -90.316670)"
Ferguson,10088,Valid,Typical meteorite,OC,220,Fell,Fell: the meteorite's fall was observed ,1889,36.100000,-81.416670,"(36.100000, -81.416670)"
Mighei,16634,Valid,Typical meteorite,CM2,8000,Fell,Fell: the meteorite's fall was observed ,1889,48.066670,30.966670,"(48.066670, 30.966670)"
Lundsgård,14755,Valid,Typical meteorite,L6,11000,Fell,Fell: the meteorite's fall was observed ,1889,56.216670,13.033330,"(56.216670, 13.033330)"
Ergheo,10044,Valid,Typical meteorite,L5,20000,Fell,Fell: the meteorite's fall was observed ,1889,1.166670,44.166670,"(1.166670, 44.166670)"
Jelica,12078,Valid,Typical meteorite,LL6,34000,Fell,Fell: the meteorite's fall was observed ,1889,43.833330,20.441670,"(43.833330, 20.441670)"
Iron River,12048,Valid,Typical meteorite,"Iron, IVA",1420,Found,Found: the meteorite's fall was not observed,1889,46.079440,-88.559720,"(46.079440, -88.559720)"
Moctezuma,16710,Valid,Typical meteorite,"Iron, IAB-sLL",1700,Found,Found: the meteorite's fall was not observed,1889,29.800000,-109.666670,"(29.800000, -109.666670)"
Dexter,6697,Valid,Typical meteorite,"Iron, IIIAB",1724,Found,Found: the meteorite's fall was not observed,1889,33.816670,-97.000000,"(33.816670, -97.000000)"
Hopper,11907,Valid,Typical meteorite,"Iron, IIIAB",1800,Found,Found: the meteorite's fall was not observed,1889,36.550000,-79.783330,"(36.550000, -79.783330)"
Travis County (b),24041,Valid,Typical meteorite,H4,5900,Found,Found: the meteorite's fall was not observed,1889,30.555560,-97.952780,"(30.555560, -97.952780)"
Apoala,2317,Valid,Typical meteorite,"Iron, IIIAB",85000,Found,Found: the meteorite's fall was not observed,1889,17.700000,-97.000000,"(17.700000, -97.000000)"
Gilgoin,10915,Valid,Typical meteorite,H5,147000,Found,Found: the meteorite's fall was not observed,1889,-30.383330,147.200000,"(-30.383330, 147.200000)"
Travis County (a),24040,Valid,Typical meteorite,H5,175400,Found,Found: the meteorite's fall was not observed,1889,30.300000,-97.700000,"(30.300000, -97.700000)"
Kenton County,12280,Valid,Typical meteorite,"Iron, IIIAB",194000,Found,Found: the meteorite's fall was not observed,1889,38.816670,-84.600000,"(38.816670, -84.600000)"
Ameca-Ameca,2292,Valid,Typical meteorite,Iron,1.2,Found,Found: the meteorite's fall was not observed,1889,20.583330,-104.066670,"(20.583330, -104.066670)"
Nawapali,16927,Valid,Typical meteorite,CM2,105,Fell,Fell: the meteorite's fall was observed ,1890,21.250000,83.666670,"(21.250000, 83.666670)"
Kakangari,12230,Valid,Typical meteorite,K3,350,Fell,Fell: the meteorite's fall was observed ,1890,12.383330,78.516670,"(12.383330, 78.516670)"
Hassi-Jekna,11852,Valid,Typical meteorite,"Iron, IAB-sHL",1250,Fell,Fell: the meteorite's fall was observed ,1890,28.950000,0.816670,"(28.950000, 0.816670)"
St. Germain-du-Pinel,23087,Valid,Typical meteorite,H6,4000,Fell,Fell: the meteorite's fall was observed ,1890,48.016670,-1.150000,"(48.016670, -1.150000)"
Collescipoli,5403,Valid,Typical meteorite,H5,5000,Fell,Fell: the meteorite's fall was observed ,1890,42.533330,12.616670,"(42.533330, 12.616670)"
Misshof,16703,Valid,Typical meteorite,H5,5800,Fell,Fell: the meteorite's fall was observed ,1890,56.666670,23.000000,"(56.666670, 23.000000)"
Farmington,10074,Valid,Typical meteorite,L5,89400,Fell,Fell: the meteorite's fall was observed ,1890,39.750000,-97.033330,"(39.750000, -97.033330)"
Forest City,10119,Valid,Typical meteorite,H5,152000,Fell,Fell: the meteorite's fall was observed ,1890,43.250000,-93.666670,"(43.250000, -93.666670)"
Jianshi,12087,Valid,Typical meteorite,"Iron, IIIAB",600000,Fell,Fell: the meteorite's fall was observed ,1890,30.808330,109.500000,"(30.808330, 109.500000)"
Summit,23744,Valid,Typical meteorite,"Iron, IIAB",1000,Found,Found: the meteorite's fall was not observed,1890,34.200000,-86.483330,"(34.200000, -86.483330)"
Blue Tier,5077,Valid,Typical meteorite,Iron,1400,Found,Found: the meteorite's fall was not observed,1890,-41.183330,148.033330,"(-41.183330, 148.033330)"
Western Arkansas,24248,Valid,Typical meteorite,"Iron, IVA",1750,Found,Found: the meteorite's fall was not observed,1890,35.000000,-94.000000,"(35.000000, -94.000000)"
Nagy-Vázsony,16894,Valid,Typical meteorite,"Iron, IAB-sLL",2000,Found,Found: the meteorite's fall was not observed,1890,46.983330,17.700000,"(46.983330, 17.700000)"
Bridgewater,5139,Valid,Typical meteorite,"Iron, IID",13600,Found,Found: the meteorite's fall was not observed,1890,35.716670,-81.866670,"(35.716670, -81.866670)"
Villedieu,24182,Valid,Typical meteorite,H4,14000,Found,Found: the meteorite's fall was not observed,1890,47.916670,4.350000,"(47.916670, 4.350000)"
Franceville,10173,Valid,Typical meteorite,"Iron, IIIAB",18800,Found,Found: the meteorite's fall was not observed,1890,38.816670,-104.616670,"(38.816670, -104.616670)"
Shirahagi,23536,Valid,Typical meteorite,"Iron, IVA",22700,Found,Found: the meteorite's fall was not observed,1890,36.700000,137.366670,"(36.700000, 137.366670)"
Sacramento Mountains,22794,Valid,Typical meteorite,"Iron, IIIAB",237200,Found,Found: the meteorite's fall was not observed,1890,32.916670,-104.666670,"(32.916670, -104.666670)"
Morland,16746,Valid,Typical meteorite,H6,295000,Found,Found: the meteorite's fall was not observed,1890,39.333330,-100.066670,"(39.333330, -100.066670)"
Augustinovka,4898,Valid,Typical meteorite,"Iron, IIIAB",400000,Found,Found: the meteorite's fall was not observed,1890,48.066670,35.083330,"(48.066670, 35.083330)"
Guêa,11440,Valid,Typical meteorite,Stone-uncl,1915,Fell,Fell: the meteorite's fall was observed ,1891,43.766670,20.233330,"(43.766670, 20.233330)"
Indarch,12027,Valid,Typical meteorite,EH4,27000,Fell,Fell: the meteorite's fall was observed ,1891,39.750000,46.666670,"(39.750000, 46.666670)"
Jonesboro,12201,Valid,Typical meteorite,"Iron, IVA",30,Found,Found: the meteorite's fall was not observed,1891,36.300000,-82.466670,"(36.300000, -82.466670)"
Ternera,23903,Valid,Typical meteorite,"Iron, IVB",1980,Found,Found: the meteorite's fall was not observed,1891,-27.333330,-69.800000,"(-27.333330, -69.800000)"
Bald Eagle,4924,Valid,Typical meteorite,"Iron, IIIAB",3200,Found,Found: the meteorite's fall was not observed,1891,41.283330,-77.050000,"(41.283330, -77.050000)"
Kingston,12318,Valid,Typical meteorite,"Iron, ungrouped",12900,Found,Found: the meteorite's fall was not observed,1891,32.900000,-107.733330,"(32.900000, -107.733330)"
Toubil River,24034,Valid,Typical meteorite,"Iron, IIIAB",22000,Found,Found: the meteorite's fall was not observed,1891,55.883330,89.100000,"(55.883330, 89.100000)"
Forsyth County,10165,Valid,Typical meteorite,"Iron, IIAB",22700,Found,Found: the meteorite's fall was not observed,1891,36.100000,-80.200000,"(36.100000, -80.200000)"
Long Island,14694,Valid,Typical meteorite,L6,564000,Found,Found: the meteorite's fall was not observed,1891,39.933330,-99.600000,"(39.933330, -99.600000)"
Canyon Diablo,5257,Valid,Typical meteorite,"Iron, IAB-MG",30000000,Found,Found: the meteorite's fall was not observed,1891,35.050000,-111.033330,"(35.050000, -111.033330)"
Cross Roads,5476,Valid,Typical meteorite,H5,167,Fell,Fell: the meteorite's fall was observed ,1892,35.633330,-78.133330,"(35.633330, -78.133330)"
Bansur,4936,Valid,Typical meteorite,L6,15000,Fell,Fell: the meteorite's fall was observed ,1892,27.700000,76.333330,"(27.700000, 76.333330)"
Bath,4974,Valid,Typical meteorite,H4,21000,Fell,Fell: the meteorite's fall was observed ,1892,45.416670,-98.316670,"(45.416670, -98.316670)"
Guareña,11439,Valid,Typical meteorite,H6,39000,Fell,Fell: the meteorite's fall was observed ,1892,38.733330,-6.016670,"(38.733330, -6.016670)"
Morradal,16748,Valid,Typical meteorite,"Iron, ungrouped",2750,Found,Found: the meteorite's fall was not observed,1892,62.000000,7.666670,"(62.000000, 7.666670)"
Cobija,5388,Valid,Typical meteorite,H6,6530,Found,Found: the meteorite's fall was not observed,1892,-22.566670,-70.250000,"(-22.566670, -70.250000)"
Saotome,23174,Valid,Typical meteorite,"Iron, IVA",10880,Found,Found: the meteorite's fall was not observed,1892,36.500000,137.000000,"(36.500000, 137.000000)"
Moonbi,16734,Valid,Typical meteorite,"Iron, IIIF",13200,Found,Found: the meteorite's fall was not observed,1892,-30.916670,151.283330,"(-30.916670, 151.283330)"
Dayton,6620,Valid,Typical meteorite,"Iron, IAB-sLH",26300,Found,Found: the meteorite's fall was not observed,1892,39.750000,-84.166670,"(39.750000, -84.166670)"
Ballinoo,4931,Valid,Typical meteorite,"Iron, IIC",42200,Found,Found: the meteorite's fall was not observed,1892,-27.700000,115.766670,"(-27.700000, 115.766670)"
Roebourne,22644,Valid,Typical meteorite,"Iron, IIIAB",86860,Found,Found: the meteorite's fall was not observed,1892,-22.333330,118.000000,"(-22.333330, 118.000000)"
Bherai,5039,Valid,Typical meteorite,L6,100,Fell,Fell: the meteorite's fall was observed ,1893,20.833330,71.466670,"(20.833330, 71.466670)"
Pricetown,18888,Valid,Typical meteorite,L6,900,Fell,Fell: the meteorite's fall was observed ,1893,39.116670,-83.850000,"(39.116670, -83.850000)"
Zabrodje,30380,Valid,Typical meteorite,L6,3000,Fell,Fell: the meteorite's fall was observed ,1893,55.183330,27.916670,"(55.183330, 27.916670)"
Beaver Creek,4986,Valid,Typical meteorite,H5,14000,Fell,Fell: the meteorite's fall was observed ,1893,51.166670,-117.333330,"(51.166670, -117.333330)"
Kofa,12339,Valid,Typical meteorite,"Iron, IAB-sHH",490,Found,Found: the meteorite's fall was not observed,1893,33.500000,-114.000000,"(33.500000, -114.000000)"
South Bend,23675,Valid,Typical meteorite,"Pallasite, PMG",2500,Found,Found: the meteorite's fall was not observed,1893,41.650000,-86.216670,"(41.650000, -86.216670)"
Prairie Dog Creek,18882,Valid,Typical meteorite,H3.7,2900,Found,Found: the meteorite's fall was not observed,1893,39.633330,-100.500000,"(39.633330, -100.500000)"
Persimmon Creek,18796,Valid,Typical meteorite,"Iron, IAB-sLM",5000,Found,Found: the meteorite's fall was not observed,1893,35.050000,-84.233330,"(35.050000, -84.233330)"
Plymouth,18850,Valid,Typical meteorite,"Iron, IIIAB",14000,Found,Found: the meteorite's fall was not observed,1893,41.333330,-86.316670,"(41.333330, -86.316670)"
Kaufman,12267,Valid,Typical meteorite,L5,23000,Found,Found: the meteorite's fall was not observed,1893,32.583330,-96.416670,"(32.583330, -96.416670)"
Oroville,18032,Valid,Typical meteorite,"Iron, IIIAB",24500,Found,Found: the meteorite's fall was not observed,1893,39.683330,-121.633330,"(39.683330, -121.633330)"
El Capitan,7794,Valid,Typical meteorite,"Iron, IIIAB",27500,Found,Found: the meteorite's fall was not observed,1893,33.500000,-105.500000,"(33.500000, -105.500000)"
Los Martinez,14708,Valid,Typical meteorite,L6,25,Fell,Fell: the meteorite's fall was observed ,1894,38.000000,-0.833330,"(38.000000, -0.833330)"
Savtschenskoje,23190,Valid,Typical meteorite,LL4,2500,Fell,Fell: the meteorite's fall was observed ,1894,47.216670,29.866670,"(47.216670, 29.866670)"
Bori,5111,Valid,Typical meteorite,L6,8600,Fell,Fell: the meteorite's fall was observed ,1894,21.950000,78.033330,"(21.950000, 78.033330)"
Fisher,10107,Valid,Typical meteorite,L6,17600,Fell,Fell: the meteorite's fall was observed ,1894,47.816670,-96.850000,"(47.816670, -96.850000)"
Hildreth,11885,Valid,Typical meteorite,L5,3060,Found,Found: the meteorite's fall was not observed,1894,40.333330,-99.033330,"(40.333330, -99.033330)"
Sam's Valley,23116,Valid,Typical meteorite,"Iron, IIIAB",6920,Found,Found: the meteorite's fall was not observed,1894,42.533330,-122.875000,"(42.533330, -122.875000)"
Canton,5254,Valid,Typical meteorite,"Iron, IIIAB",7030,Found,Found: the meteorite's fall was not observed,1894,34.200000,-84.483330,"(34.200000, -84.483330)"
Arlington,2333,Valid,Typical meteorite,"Iron, IIE-an",8940,Found,Found: the meteorite's fall was not observed,1894,44.600000,-94.100000,"(44.600000, -94.100000)"
Jerome (Kansas),12083,Valid,Typical meteorite,L4,29600,Found,Found: the meteorite's fall was not observed,1894,38.766670,-100.733330,"(38.766670, -100.733330)"
Ness County (1894),16946,Valid,Typical meteorite,L6,82000,Found,Found: the meteorite's fall was not observed,1894,38.500000,-99.600000,"(38.500000, -99.600000)"
Bishunpur,5060,Valid,Typical meteorite,LL3.15,1039,Fell,Fell: the meteorite's fall was observed ,1895,25.383330,82.600000,"(25.383330, 82.600000)"
Rockhampton,22640,Valid,Typical meteorite,Stone-uncl,1641,Fell,Fell: the meteorite's fall was observed ,1895,-23.383330,150.516670,"(-23.383330, 150.516670)"
Nagy-Borové,16893,Valid,Typical meteorite,L5,6100,Fell,Fell: the meteorite's fall was observed ,1895,49.166670,19.500000,"(49.166670, 19.500000)"
Ambapur Nagla,2290,Valid,Typical meteorite,H5,6400,Fell,Fell: the meteorite's fall was observed ,1895,27.666670,78.250000,"(27.666670, 78.250000)"
Hayden Creek,11864,Valid,Typical meteorite,"Iron, IIIAB",270,Found,Found: the meteorite's fall was not observed,1895,45.000000,-114.000000,"(45.000000, -114.000000)"
Pampa del Infierno,18091,Valid,Typical meteorite,L6,896,Found,Found: the meteorite's fall was not observed,1895,-26.683330,-61.083330,"(-26.683330, -61.083330)"
Oscuro Mountains,18035,Valid,Typical meteorite,"Iron, IAB-MG",3600,Found,Found: the meteorite's fall was not observed,1895,33.633330,-106.383330,"(33.633330, -106.383330)"
Nocoleche,16987,Valid,Typical meteorite,"Iron, IC-an",20000,Found,Found: the meteorite's fall was not observed,1895,-29.866670,144.216670,"(-29.866670, 144.216670)"
Reed City,22552,Valid,Typical meteorite,"Iron, ungrouped",20000,Found,Found: the meteorite's fall was not observed,1895,43.866670,-85.516670,"(43.866670, -85.516670)"
Oakley (stone),17973,Valid,Typical meteorite,H6,27700,Found,Found: the meteorite's fall was not observed,1895,38.950000,-101.016670,"(38.950000, -101.016670)"
Madrid,15382,Valid,Typical meteorite,L6,400,Fell,Fell: the meteorite's fall was observed ,1896,40.416670,-3.716670,"(40.416670, -3.716670)"
Ottawa,18046,Valid,Typical meteorite,LL6,840,Fell,Fell: the meteorite's fall was observed ,1896,38.600000,-95.216670,"(38.600000, -95.216670)"
Lesves,12772,Valid,Typical meteorite,L6,2000,Fell,Fell: the meteorite's fall was observed ,1896,50.366670,4.733330,"(50.366670, 4.733330)"
Atemajac,4884,Valid,Typical meteorite,L6,94.2,Fell,Fell: the meteorite's fall was observed ,1896,20.066670,-103.666670,"(20.066670, -103.666670)"
Rosario,22765,Valid,Typical meteorite,"Iron, IAB-MG",2700,Found,Found: the meteorite's fall was not observed,1896,14.600000,-88.683330,"(14.600000, -88.683330)"
Luis Lopez,14751,Valid,Typical meteorite,"Iron, IIIAB",7000,Found,Found: the meteorite's fall was not observed,1896,34.000000,-106.966670,"(34.000000, -106.966670)"
Bolivia,5100,Valid,Typical meteorite,"Iron, IAB-MG",21250,Found,Found: the meteorite's fall was not observed,1896,,,
Covert,5456,Valid,Typical meteorite,H5,61000,Found,Found: the meteorite's fall was not observed,1896,39.200000,-98.783330,"(39.200000, -98.783330)"
Loreto,14705,Valid,Typical meteorite,"Iron, IIIAB",94800,Found,Found: the meteorite's fall was not observed,1896,26.016670,-111.366670,"(26.016670, -111.366670)"
Arispe,2332,Valid,Typical meteorite,"Iron, IC",683000,Found,Found: the meteorite's fall was not observed,1896,30.333330,-109.983330,"(30.333330, -109.983330)"
Kangra Valley,12246,Valid,Typical meteorite,H5,400,Fell,Fell: the meteorite's fall was observed ,1897,32.083330,76.300000,"(32.083330, 76.300000)"
Nio,16982,Valid,Typical meteorite,H3-4,467,Fell,Fell: the meteorite's fall was observed ,1897,34.200000,131.566670,"(34.200000, 131.566670)"
Higashi-koen,11883,Valid,Typical meteorite,H5,750,Fell,Fell: the meteorite's fall was observed ,1897,33.600000,130.433330,"(33.600000, 130.433330)"
Meuselbach,16626,Valid,Typical meteorite,L6,870,Fell,Fell: the meteorite's fall was observed ,1897,50.583330,11.100000,"(50.583330, 11.100000)"
Gambat,10851,Valid,Typical meteorite,L6,6400,Fell,Fell: the meteorite's fall was observed ,1897,27.350000,68.533330,"(27.350000, 68.533330)"
Lancon,12456,Valid,Typical meteorite,H6,7000,Fell,Fell: the meteorite's fall was observed ,1897,43.750000,5.116670,"(43.750000, 5.116670)"
Zavid,30396,Valid,Typical meteorite,L6,95000,Fell,Fell: the meteorite's fall was observed ,1897,44.400000,19.116670,"(44.400000, 19.116670)"
Delhi,6642,Valid,Typical meteorite,L5,0.8,Fell,Fell: the meteorite's fall was observed ,1897,28.566670,77.250000,"(28.566670, 77.250000)"
Los Reyes,14709,Valid,Typical meteorite,"Iron, IIIAB",19500,Found,Found: the meteorite's fall was not observed,1897,19.266670,-97.283330,"(19.266670, -97.283330)"
Mungindi,16872,Valid,Typical meteorite,"Iron, IAB-sLM",51300,Found,Found: the meteorite's fall was not observed,1897,-28.933330,148.950000,"(-28.933330, 148.950000)"
San Angelo,23117,Valid,Typical meteorite,"Iron, IIIAB",88000,Found,Found: the meteorite's fall was not observed,1897,31.416670,-100.350000,"(31.416670, -100.350000)"
Mount Morris (New York),16782,Valid,Typical meteorite,H,12.5,Found,Found: the meteorite's fall was not observed,1897,42.700000,-77.883330,"(42.700000, -77.883330)"
Zaisho,30389,Valid,Typical meteorite,"Pallasite, PMG-an",330,Fell,Fell: the meteorite's fall was observed ,1898,33.700000,133.800000,"(33.700000, 133.800000)"
Mariaville,15419,Valid,Typical meteorite,Iron,340,Fell,Fell: the meteorite's fall was observed ,1898,42.716670,-99.383330,"(42.716670, -99.383330)"
Andover,2295,Valid,Typical meteorite,L6,3200,Fell,Fell: the meteorite's fall was observed ,1898,44.616670,-70.750000,"(44.616670, -70.750000)"
Quesa,22360,Valid,Typical meteorite,"Iron, IAB-ung",10750,Fell,Fell: the meteorite's fall was observed ,1898,39.000000,-0.666670,"(39.000000, -0.666670)"
Mjelleim,16707,Valid,Typical meteorite,H,100.7,Fell,Fell: the meteorite's fall was observed ,1898,61.733330,5.933330,"(61.733330, 5.933330)"
Mount Ouray,16784,Valid,Typical meteorite,"Iron, IID",900,Found,Found: the meteorite's fall was not observed,1898,38.416670,-106.216670,"(38.416670, -106.216670)"
Iredell,12046,Valid,Typical meteorite,"Iron, IIAB",1500,Found,Found: the meteorite's fall was not observed,1898,31.966670,-97.866670,"(31.966670, -97.866670)"
Alt Bela,2283,Valid,Typical meteorite,"Iron, IID",4000,Found,Found: the meteorite's fall was not observed,1898,49.766670,18.250000,"(49.766670, 18.250000)"
Mart,15435,Valid,Typical meteorite,"Iron, IVA",7140,Found,Found: the meteorite's fall was not observed,1898,31.500000,-96.883330,"(31.500000, -96.883330)"
Cedartown,5304,Valid,Typical meteorite,"Iron, IIAB",11300,Found,Found: the meteorite's fall was not observed,1898,34.016670,-85.266670,"(34.016670, -85.266670)"
Kodaikanal,12338,Valid,Typical meteorite,"Iron, IIE",15900,Found,Found: the meteorite's fall was not observed,1898,10.266670,77.400000,"(10.266670, 77.400000)"
Sierra Gorda,23590,Valid,Typical meteorite,"Iron, IIAB",26000,Found,Found: the meteorite's fall was not observed,1898,-22.900000,-69.350000,"(-22.900000, -69.350000)"
Bendock,5016,Valid,Typical meteorite,Pallasite,27000,Found,Found: the meteorite's fall was not observed,1898,-37.150000,148.916670,"(-37.150000, 148.916670)"
Weaver Mountains,24227,Valid,Typical meteorite,"Iron, IVB",38800,Found,Found: the meteorite's fall was not observed,1898,34.250000,-112.750000,"(34.250000, -112.750000)"
Armanty,2335,Valid,Typical meteorite,"Iron, IIIE",28000000,Found,Found: the meteorite's fall was not observed,1898,47.000000,88.000000,"(47.000000, 88.000000)"
Andryushki,2297,Valid,Typical meteorite,L6,26.6,Found,Found: the meteorite's fall was not observed,1898,49.650000,29.633330,"(49.650000, 29.633330)"
Bond Springs,5102,Valid,Typical meteorite,H6,6.2,Found,Found: the meteorite's fall was not observed,1898,-23.500000,133.833330,"(-23.500000, 133.833330)"
Peramiho,18792,Valid,Typical meteorite,Eucrite-mmict,165,Fell,Fell: the meteorite's fall was observed ,1899,-10.666670,35.500000,"(-10.666670, 35.500000)"
Donga Kohrod,7707,Valid,Typical meteorite,H6,230,Fell,Fell: the meteorite's fall was observed ,1899,21.866670,82.450000,"(21.866670, 82.450000)"
Rancho de la Presa,22390,Valid,Typical meteorite,H5,300,Fell,Fell: the meteorite's fall was observed ,1899,19.866670,-100.816670,"(19.866670, -100.816670)"
Magnesia,15386,Valid,Typical meteorite,"Iron, IAB-sHL",5000,Fell,Fell: the meteorite's fall was observed ,1899,37.866670,27.516670,"(37.866670, 27.516670)"
Zomba,30412,Valid,Typical meteorite,L6,7500,Fell,Fell: the meteorite's fall was observed ,1899,-15.183330,35.283330,"(-15.183330, 35.283330)"
Allegan,2276,Valid,Typical meteorite,H5,32000,Fell,Fell: the meteorite's fall was observed ,1899,42.533330,-85.883330,"(42.533330, -85.883330)"
Bjurböle,5064,Valid,Typical meteorite,L/LL4,330000,Fell,Fell: the meteorite's fall was observed ,1899,60.400000,25.800000,"(60.400000, 25.800000)"
Castray River,5294,Valid,Typical meteorite,Iron,10,Found,Found: the meteorite's fall was not observed,1899,-41.500000,145.416670,"(-41.500000, 145.416670)"
Gerona,10906,Valid,Typical meteorite,H5,148,Found,Found: the meteorite's fall was not observed,1899,41.966670,2.816670,"(41.966670, 2.816670)"
Surprise Springs,23761,Valid,Typical meteorite,"Iron, IAB-sLL",1500,Found,Found: the meteorite's fall was not observed,1899,34.166670,-115.916670,"(34.166670, -115.916670)"
Illinois Gulch,12024,Valid,Typical meteorite,"Iron, ungrouped",2500,Found,Found: the meteorite's fall was not observed,1899,46.683330,-112.550000,"(46.683330, -112.550000)"
Red Willow,22550,Valid,Typical meteorite,Iron,2750,Found,Found: the meteorite's fall was not observed,1899,40.250000,-100.500000,"(40.250000, -100.500000)"
Kissij,12324,Valid,Typical meteorite,H5,5500,Found,Found: the meteorite's fall was not observed,1899,54.866670,50.883330,"(54.866670, 50.883330)"
Murphy,16881,Valid,Typical meteorite,"Iron, IIAB",7700,Found,Found: the meteorite's fall was not observed,1899,35.100000,-84.033330,"(35.100000, -84.033330)"
